o,d,flow
44005040102,44001030902,45
44005040103,25005641800,45
44005040103,44009050103,45
44005040103,44009051400,45
44005040303,44005040103,45
44005040400,44005041701,45
44005040500,44007002500,45
44005040500,44007010102,45
44005040600,44005040303,45
44005040700,44005040103,45
44005040800,44005040500,45
44005040800,44005040700,45
44005041300,44009050302,45
44005041300,44009051202,45
44005041601,44005040103,45
44005041601,44005040304,45
44005041701,44007002900,45
44005041702,25005645103,45
44005041702,25005646104,45
44005041702,44005041000,45
44005041702,44005041100,45
44007000101,44007002500,45
44007000102,44003020800,45
44007000102,44003021100,45
44007000102,44003022100,45
44007000102,44007002500,45
44007000102,44007002900,45
44007000200,25021415200,45
44007000200,44007010200,45
44007000300,09015800500,45
44007000300,44007001300,45
44007000300,44007001400,45
44007000300,44007011302,45
44007000300,44007016000,45
44007000300,44007018400,45
44007000500,44003021100,45
44007000900,44009051504,45
44007001200,44007003500,45
44007001300,44007001100,45
44007001300,44007013600,45
44007001400,44007000102,45
44007001400,44007003700,45
44007001500,44003021800,45
44007001600,44007012803,45
44007001800,25021407100,45
44007001800,44003020901,45
44007001800,44003021903,45
44007001800,44007002500,45
44007001800,44007003500,45
44007001800,44007011702,45
44007001900,25021442102,45
44007001900,44007010300,45
44007001900,44007011701,45
44007001900,44007012701,45
44007001900,44007014600,45
44007002101,44003020102,45
44007002101,44007000200,45
44007002101,44007000400,45
44007002200,44007012500,45
44007002200,44007012602,45
44007002300,25025070101,45
44007002300,44007000700,45
44007002300,44007001600,45
44007002300,44007011600,45
44007002400,25005642500,45
44007002400,25021440100,45
44007002400,44003021100,45
44007002400,44007010502,45
44007002400,44007011500,45
44007002600,44007018500,45
44007002700,44007002400,45
44007002700,44007011600,45
44007002800,25021417701,45
44007002800,44003020200,45
44007002800,44003021200,45
44007002800,44007010800,45
44007002800,44007014600,45
44007002900,25021441202,45
44007002900,44007000101,45
44007002900,44007002600,45
44007002900,44007012401,45
44007002900,44007013900,45
44007003300,25005611102,45
44007003300,25005645103,45
44007003300,44007001200,45
44007003400,44007003100,45
44007003602,44007010101,45
44007003700,44007001900,45
44007003700,44007002500,45
44007010200,44007002900,45
44007010200,44007003400,45
44007010200,44007015900,45
44007010300,25005645103,45
44007010300,44007002900,45
44007010400,44007010600,45
44007010501,44007002500,45
44007010501,44007010400,45
44007010600,44003020702,45
44007010600,44007003602,45
44007010600,44007014200,45
44007010701,44007000800,45
44007010702,44007010200,45
44007010702,44007010701,45
44007010702,44007015800,45
44007010900,44007011200,45
44007011000,25005631200,45
44007011000,25005642100,45
44007011000,25005642500,45
44007011000,25005650101,45
44007011000,25005650201,45
44007011000,25017332100,45
44007011000,25021442101,45
44007011000,44007015000,45
44007011000,44007018000,45
44007011100,44007011000,45
44007011200,25005630300,45
44007011200,44007003500,45
44007011200,44007012601,45
44007011200,44007015200,45
44007011301,25005631100,45
44007011301,25017382200,45
44007011301,44007003100,45
44007011301,44007011302,45
44007011401,25021442201,45
44007011401,25027761200,45
44007011401,44007010501,45
44007011402,44007014600,45
44007011403,25005631200,45
44007011403,25021440100,45
44007011403,44003022100,45
44007011403,44007012602,45
44007011500,25021417200,45
44007011500,44005040400,45
44007011500,44007012602,45
44007011500,44007014600,45
44007011500,44007015400,45
44007011600,25025010103,45
44007011600,44003022000,45
44007011600,44007000600,45
44007011600,44007011500,45
44007011600,44007014600,45
44007011600,44007015200,45
44007011701,44007012601,45
44007011701,44007013702,45
44007011702,44007011401,45
44007011800,44007015100,45
44007011800,44007015300,45
44007011901,44007002500,45
44007011901,44007011600,45
44007011901,44007015600,45
44007011902,25005632200,45
44007011902,44007003300,45
44007011902,44007003602,45
44007012000,25005652700,45
44007012000,25009253204,45
44007012000,44007002300,45
44007012000,44007012401,45
44007012000,44007014000,45
44007012102,25005630400,45
44007012102,44007001100,45
44007012103,44007002400,45
44007012103,44007003500,45
44007012103,44007017000,45
44007012104,25005650700,45
44007012104,44007002900,45
44007012104,44007011800,45
44007012200,44007000600,45
44007012200,44007002500,45
44007012200,44007012300,45
44007012300,25017320104,45
44007012300,44007012104,45
44007012300,44007012701,45
44007012300,44007014200,45
44007012401,44007003602,45
44007012401,44007012103,45
44007012401,44007018000,45
44007012401,44009050302,45
44007012601,44007000800,45
44007012602,25023542200,45
44007012602,44003022201,45
44007012602,44007012500,45
44007012702,44007003602,45
44007012801,25027747102,45
44007012801,44007012601,45
44007012801,44007012602,45
44007012803,25005631400,45
44007012803,44003021002,45
44007012803,44007000700,45
44007012803,44007011301,45
44007012803,44007012702,45
44007012900,44007000600,45
44007012900,44007012701,45
44007013001,44007012803,45
44007013002,44007012401,45
44007013002,44007012602,45
44007013101,25013812202,45
44007013101,44003020601,45
44007013101,44007011600,45
44007013102,25005600203,45
44007013102,25005631200,45
44007013102,44003021100,45
44007013102,44007012500,45
44007013201,44001030500,45
44007013201,44003020101,45
44007013201,44007002300,45
44007013201,44007012401,45
44007013202,44003020800,45
44007013202,44007012401,45
44007013300,44007012200,45
44007013300,44007012401,45
44007013400,44003021100,45
44007013400,44007012601,45
44007013500,25005632200,45
44007013701,44007013900,45
44007013800,44007013701,45
44007014000,09011701100,45
44007014000,44007001100,45
44007014000,44007012103,45
44007014100,44007003100,45
44007014200,44007012500,45
44007014300,44007011600,45
44007014300,44007014800,45
44007014501,44007011600,45
44007014502,44003022100,45
44007014502,44007002900,45
44007014502,44007012401,45
44007014600,44003021200,45
44007014600,44007012401,45
44007014600,44007014100,45
44007014700,44007012200,45
44007014700,44007015200,45
44007014800,44003020903,45
44007014800,44007012104,45
44007014800,44007014700,45
44007015000,44007003300,45
44007015000,44007016400,45
44007015100,44007002500,45
44007015100,44007016600,45
44007015300,25005631100,45
44007015300,44007010502,45
44007015400,44007001900,45
44007015500,25005631600,45
44007015600,09011701100,45
44007015800,25005631700,45
44007015800,25005632200,45
44007015800,44007011200,45
44007015800,44007012401,45
44007015800,44007016000,45
44007015900,44007012801,45
44007015900,44007015200,45
44007016000,44007010102,45
44007016000,44007017100,45
44007016100,25021407100,45
44007016300,44007003300,45
44007016400,44007016700,45
44007016500,44007003100,45
44007016500,44009050103,45
44007016700,44007010200,45
44007016700,44007011600,45
44007016800,25005610202,45
44007016800,44007016900,45
44007016900,25025010600,45
44007017000,25021442102,45
44007017000,44007011500,45
44007017100,44003020300,45
44007017100,44007012602,45
44007017100,44007014200,45
44007017100,44007015200,45
44007017400,25021443101,45
44007017500,25017387100,45
44007017500,44007012801,45
44007017600,25021442201,45
44007017700,44007017900,45
44007017800,44007017400,45
44007017800,44007018000,45
44007018000,44003021100,45
44007018100,25027744200,45
44007018200,25027744200,45
44009050102,44009050500,45
44009050103,25005642500,45
44009050301,44003020800,45
44009050301,44009050902,45
44009050302,44007014200,45
44009050401,44005041300,45
44009050401,44007000600,45
44009050402,44009051202,45
44009050402,44009051504,45
44009050500,44003020903,45
44009050500,44003021200,45
44009050500,44007003700,45
44009050500,44007014000,45
44009050600,44007011402,45
44009050700,44005040900,45
44009050700,44007000600,45
44009050801,44009050102,45
44009050802,09011702500,45
44009050802,44009051306,45
44009050902,36053030900,45
44009050902,44003022300,45
44009050902,44009051101,45
44009051101,44009051302,45
44009051201,44005040302,45
44009051201,44007000600,45
44009051201,44007000800,45
44009051201,44009051503,45
44009051202,44005040103,45
44009051202,44005040400,45
44009051202,44009051305,45
44009051302,44009050802,45
44009051304,44009051302,45
44009051305,44009050103,45
44009051306,44005040400,45
44009051502,44003020904,45
36061017100,44007000800,45
06037433403,44007015900,40
09011705102,44007002500,40
09011707100,44009050700,40
09011707100,44009050901,40
09011711100,44007012102,40
25005610204,44007014600,40
25005611101,44007010701,40
25005613300,44003021100,40
25005613300,44007002700,40
25005616100,44007014600,40
25005631100,44007011200,40
25005631300,44007012602,40
25005631400,44007018500,40
25005632100,44007012601,40
25005632200,44007003300,40
25005632200,44007010101,40
25005632200,44007016700,40
25005633100,44007000200,40
25005633100,44007000800,40
25005640200,44005040101,40
25005640200,44005040102,40
25005640200,44007000800,40
25005640400,44005040302,40
25005640500,44007000700,40
25005640600,44005040103,40
25005641200,44007000900,40
25005641300,44001030902,40
25005641300,44005040302,40
25005642000,44007010502,40
25005642100,44007003601,40
25005642500,44007018500,40
25005644102,44007010200,40
25005645103,44003022202,40
25005645103,44005040200,40
25005645103,44007010501,40
25005646101,44001030800,40
25005646103,44007000600,40
25005650900,44007017700,40
25005651002,44007000800,40
25005651500,44005040400,40
25005655200,44007000800,40
25017341800,44007000800,40
25017387201,44007018000,40
25021400100,44005040200,40
25021410400,44003980000,40
25021411100,44003022100,40
25021414100,44007018500,40
25021443102,44007018400,40
25023525104,44007001100,40
25023542101,44007013201,40
25027737300,44007011600,40
25027744101,44007015800,40
40031000600,44005040400,40
44001030100,44001030300,40
44001030100,44007014000,40
44001030200,44001030300,40
44001030200,44001030902,40
44001030200,44007010501,40
44001030300,44001030500,40
44001030300,44007000600,40
44001030300,44007002400,40
44001030400,25005613901,40
44001030400,44003022300,40
44001030400,44007002400,40
44001030400,44007003300,40
44001030400,44007017100,40
44001030500,44007000800,40
44001030601,44001030901,40
44001030602,44003022202,40
44001030602,44005041000,40
44001030800,36023971000,40
44001030800,44001030200,40
44001030901,44007000101,40
44001030901,44007001100,40
44001030901,44007010300,40
44001030901,44007013900,40
44001030902,44001030100,40
44001030902,44007001100,40
44001030902,44007013500,40
44003020101,09011701100,40
44003020101,25005632200,40
44003020101,44003020400,40
44003020102,44001030902,40
44003020102,44003020602,40
44003020102,44009050500,40
44003020200,44003021401,40
44003020200,44003022201,40
44003020200,44005040900,40
44003020200,44005041200,40
44003020300,44007013600,40
44003020400,25005610100,40
44003020400,44003020601,40
44003020400,44003020602,40
44003020400,44003020800,40
44003020400,44007014700,40
44003020500,44003020703,40
44003020500,44007011600,40
44003020601,44003020604,40
44003020601,44003021200,40
44003020601,44007001100,40
44003020602,44003020904,40
44003020603,44003021800,40
44003020603,44007002500,40
44003020603,44007011600,40
44003020604,44003020101,40
44003020604,44007014600,40
44003020702,44003020300,40
44003020702,44003020602,40
44003020702,44007000800,40
44003020702,44007010300,40
44003020702,44007012401,40
44003020702,44007013900,40
44003020703,44003020901,40
44003020703,44007003300,40
44003020800,44003022202,40
44003020901,44003020800,40
44003020901,44007000101,40
44003020901,44007000102,40
44003020901,44007013800,40
44003020901,44009050302,40
44003020903,44003022201,40
44003020903,44003022300,40
44003020904,44003022000,40
44003021002,44007003200,40
44003021002,44007014200,40
44003021100,44003021902,40
44003021200,44003021001,40
44003021200,44007001800,40
44003021200,44007011600,40
44003021401,44007010501,40
44003021401,44007013600,40
44003021402,44003021901,40
44003021501,44003020101,40
44003021501,44003020200,40
44003021501,44007014800,40
44003021501,44009050500,40
44003021502,44003020101,40
44003021502,44003020903,40
44003021502,44007014502,40
44003021600,44003021502,40
44003021600,44003021600,40
44003021600,44007000800,40
44003021700,44003021902,40
44003021700,44007010300,40
44003021700,44007010900,40
44003021800,44007012401,40
44003021902,44003020400,40
44003021902,44003020903,40
44003021902,44007010400,40
44003021903,44003021902,40
44003022000,44003020800,40
44003022000,44003020904,40
44003022000,44003021902,40
44003022000,44003022202,40
44003022000,44009050301,40
44003022100,44007015300,40
44003022201,09011707100,40
44003022201,44003020904,40
44003022202,44007014200,40
44003022202,44007016700,40
44003022202,44009050103,40
44003022300,44009050500,40
44005040102,25005640300,40
44005040102,44007015200,40
44005040103,44005041100,40
44005040303,25005640500,40
44005040303,44005040302,40
44005040304,44005040900,40
44005040700,44009051306,40
44005040800,25005613100,40
44005040800,44005041200,40
44005040800,44009051400,40
44005041100,44005040103,40
44005041100,44005040500,40
44005041100,44005040800,40
44005041300,09011702400,40
44005041300,44005041000,40
44005041400,44005040103,40
44005041400,44005040600,40
44005041602,25005640500,40
44005041602,25005644200,40
44005041602,44005041601,40
44005041701,44005040102,40
44005041701,44005040400,40
44005041702,25005641200,40
44005041702,44001030800,40
44005041702,44005040600,40
44007000101,44003021200,40
44007000101,44007017100,40
44007000101,44007018500,40
44007000102,44007001200,40
44007000300,25017317302,40
44007000300,25021442202,40
44007000300,44003021200,40
44007000300,44007001800,40
44007000300,44007002500,40
44007000300,44007010200,40
44007000300,44007010800,40
44007000300,44007011100,40
44007000400,44007000101,40
44007000500,25005640100,40
44007000500,44003022300,40
44007000500,44007000102,40
44007000600,44003021002,40
44007000800,12099007765,40
44007000800,25021410300,40
44007000900,44007003100,40
44007001000,44007002500,40
44007001200,25025070101,40
44007001200,44003021002,40
44007001200,44007000800,40
44007001200,44007003100,40
44007001300,44003021200,40
44007001300,44007000700,40
44007001300,44007014100,40
44007001500,44007015000,40
44007001600,25005632100,40
44007001600,25025092200,40
44007001600,44007000200,40
44007001600,44007001100,40
44007001600,44007014600,40
44007001600,44007016600,40
44007001700,44007000600,40
44007001700,44007012200,40
44007001800,44007000700,40
44007001800,44009050901,40
44007001900,25005654100,40
44007001900,25027749100,40
44007001900,44007000900,40
44007001900,44007002200,40
44007001900,44007011500,40
44007002101,44007011600,40
44007002102,25021443101,40
44007002102,44007001600,40
44007002102,44007002500,40
44007002102,44007010200,40
44007002102,44007011901,40
44007002102,44009051504,40
44007002200,44007000101,40
44007002200,44007002900,40
44007002300,25021400700,40
44007002300,44003021100,40
44007002300,44007000101,40
44007002400,44007000500,40
44007002500,44009050103,40
44007002500,44009051400,40
44007002700,44009050401,40
44007002800,44007000200,40
44007002800,44007002500,40
44007002800,44007002800,40
44007002800,44007012601,40
44007002900,25005631600,40
44007002900,44003020800,40
44007002900,44007003300,40
44007002900,44007013101,40
44007002900,44007013600,40
44007002900,44007014600,40
44007002900,44007015100,40
44007003100,44001030800,40
44007003100,44007003601,40
44007003200,44003020903,40
44007003200,44007000600,40
44007003200,44007001100,40
44007003200,44007014700,40
44007003200,44007016100,40
44007003300,25005632200,40
44007003300,44007010300,40
44007003400,44007000200,40
44007003400,44007003300,40
44007003400,44007010400,40
44007003400,44007012401,40
44007003500,25025070101,40
44007003500,44009050301,40
44007003602,44007003400,40
44007003700,44007016500,40
44007010101,44007010400,40
44007010101,44007010501,40
44007010101,44007014200,40
44007010102,44007000600,40
44007010102,44007010501,40
44007010102,44007010502,40
44007010200,09001210300,40
44007010200,44007000300,40
44007010200,44007003500,40
44007010200,44007003601,40
44007010200,44007010702,40
44007010200,44007010800,40
44007010200,44007011301,40
44007010200,44007015100,40
44007010200,44007016600,40
44007010200,44007017000,40
44007010300,44007001500,40
44007010300,44007015400,40
44007010400,25005631400,40
44007010400,44007015200,40
44007010400,44007017000,40
44007010501,25005632100,40
44007010502,44001030500,40
44007010502,44007001100,40
44007010502,44007001600,40
44007010502,44007010701,40
44007010502,44007012601,40
44007010600,44003020903,40
44007010701,25005632200,40
44007010701,44007001000,40
44007010702,44007015700,40
44007010800,44003021100,40
44007010900,44007011000,40
44007011000,25021440100,40
44007011000,25021442201,40
44007011000,44003020903,40
44007011000,44003021902,40
44007011000,44007000600,40
44007011100,25005631600,40
44007011100,44007014200,40
44007011100,44007015200,40
44007011200,44007015900,40
44007011301,09011702400,40
44007011301,44007000600,40
44007011301,44007011403,40
44007011301,44007018400,40
44007011401,44007002900,40
44007011401,44007012000,40
44007011402,25027744200,40
44007011403,44003021001,40
44007011403,44007011200,40
44007011403,44007012401,40
44007011403,44007015000,40
44007011403,44007015200,40
44007011500,25017365202,40
44007011500,25017383102,40
44007011500,25021443101,40
44007011500,44007000500,40
44007011500,44007012200,40
44007011600,44007002400,40
44007011600,44007003500,40
44007011600,44007012602,40
44007011600,44007012702,40
44007011600,44007014200,40
44007011600,44007016400,40
44007011701,44003021100,40
44007011701,44007011402,40
44007011701,44007011702,40
44007011702,44007010102,40
44007011702,44007014200,40
44007011800,44007002300,40
44007011800,44007003602,40
44007011901,44007012601,40
44007011902,44007011901,40
44007012000,44007000900,40
44007012000,44007003300,40
44007012000,44007011901,40
44007012000,44007012103,40
44007012000,44007012602,40
44007012000,44007012702,40
44007012102,44007011702,40
44007012102,44007012000,40
44007012103,44003020102,40
44007012103,44003021100,40
44007012103,44007000400,40
44007012103,44007012601,40
44007012104,44007012102,40
44007012200,44003022300,40
44007012200,44007002900,40
44007012200,44007003100,40
44007012200,44007013002,40
44007012200,44007014800,40
44007012300,25023545100,40
44007012300,44007013701,40
44007012300,44009050103,40
44007012401,44007000700,40
44007012401,44007001100,40
44007012401,44007001800,40
44007012401,44007011901,40
44007012401,44007012500,40
44007012401,44007017800,40
44007012402,44007000800,40
44007012402,44007012200,40
44007012500,44007012601,40
44007012601,44007012802,40
44007012601,44007012803,40
44007012602,25021410100,40
44007012602,44007000600,40
44007012602,44007010300,40
44007012602,44007013900,40
44007012701,44007003100,40
44007012701,44007011600,40
44007012701,44007014200,40
44007012702,44007002900,40
44007012801,44007000600,40
44007012801,44007012401,40
44007012803,25027747102,40
44007012803,44007003100,40
44007012803,44007012602,40
44007012900,44003021100,40
44007012900,44003022300,40
44007012900,44007012401,40
44007012900,44007012801,40
44007013001,44007017400,40
44007013002,25005631100,40
44007013002,44007013101,40
44007013002,44007017400,40
44007013101,25005631700,40
44007013101,44007003300,40
44007013101,44007014200,40
44007013102,44007012000,40
44007013102,44007013600,40
44007013102,44007013701,40
44007013102,44007014501,40
44007013201,44003021100,40
44007013201,44003022202,40
44007013201,44007011600,40
44007013201,44009051400,40
44007013202,44003022202,40
44007013202,44007000102,40
44007013202,44007013101,40
44007013202,44007014000,40
44007013300,44007001100,40
44007013300,44007013102,40
44007013400,44007002500,40
44007013400,44007014501,40
44007013500,44003021100,40
44007013500,44003022300,40
44007013500,44007002000,40
44007013500,44007003602,40
44007013500,44007012200,40
44007013600,25021422302,40
44007013600,44003022100,40
44007013701,44005040600,40
44007013701,44007001100,40
44007013701,44007011401,40
44007013701,44007014200,40
44007013701,44007014600,40
44007013702,44003020101,40
44007013702,44007000600,40
44007013702,44009050103,40
44007013800,25021413200,40
44007013800,44003020901,40
44007013800,44007002000,40
44007013800,44007014300,40
44007013900,44007000800,40
44007013900,44007012500,40
44007014000,25025010600,40
44007014000,44007013800,40
44007014000,44007013900,40
44007014100,44003022202,40
44007014200,44007013701,40
44007014200,44007013900,40
44007014300,25017370300,40
44007014300,44007001900,40
44007014300,44007003601,40
44007014300,44007012601,40
44007014400,44003021100,40
44007014400,44007002500,40
44007014400,44007014700,40
44007014501,44007012401,40
44007014501,44007015200,40
44007014501,44007018500,40
44007014502,44007012601,40
44007014502,44007013202,40
44007014502,44007014100,40
44007014502,44007014800,40
44007014600,44007000900,40
44007014600,44007001600,40
44007014600,44007014501,40
44007014600,44009050103,40
44007014700,44007000300,40
44007014700,44007000900,40
44007014700,44007011301,40
44007014800,44007002400,40
44007014800,44007013900,40
44007014800,44007018500,40
44007015100,44007015900,40
44007015400,25005631100,40
44007015500,25005631700,40
44007015500,25021413100,40
44007015500,25021440100,40
44007015500,44007002000,40
44007015600,44007000800,40
44007015600,44007002500,40
44007015700,25005631600,40
44007015700,44007010502,40
44007015800,25005630300,40
44007015800,25021415200,40
44007015800,25025010702,40
44007015800,44007000600,40
44007015800,44007002500,40
44007015900,44003022300,40
44007015900,44007010502,40
44007015900,44007015900,40
44007016000,25005612200,40
44007016000,44007014800,40
44007016300,44007010501,40
44007016400,44007003602,40
44007016400,44007010102,40
44007016400,44007010502,40
44007016400,44007012702,40
44007016400,44007017100,40
44007016500,44007002400,40
44007016500,44007003602,40
44007016500,44007011200,40
44007016500,44007016600,40
44007016600,44007002200,40
44007016700,44007014200,40
44007016800,25005613100,40
44007016900,44007015200,40
44007016900,44007017100,40
44007017000,44007015200,40
44007017000,44007015800,40
44007017000,44007018500,40
44007017100,44003021100,40
44007017100,44007017600,40
44007017300,44007017600,40
44007017500,44003022300,40
44007017500,44007000600,40
44007017500,44007011403,40
44007017600,44007012802,40
44007017600,44007012803,40
44007017700,44003980000,40
44007017700,44007011702,40
44007017700,44007017500,40
44007017900,25021442102,40
44007017900,44007017400,40
44007017900,44007017700,40
44007018000,25021442202,40
44007018000,44007018100,40
44007018100,25021443102,40
44007018100,44007000800,40
44007018100,44007018000,40
44007018200,44007012300,40
44007018200,44007012802,40
44007018200,44007018200,40
44007018400,25023524101,40
44007018400,25027761200,40
44007018400,44007011301,40
44007018400,44007017500,40
44007018500,25005631100,40
44007018500,25021442102,40
44007018500,44007011500,40
44007018500,44007013002,40
44009050103,44003020904,40
44009050103,44005040102,40
44009050103,44007000200,40
44009050103,44007002900,40
44009050104,44003022201,40
44009050301,44003020903,40
44009050301,44003022202,40
44009050301,44003022300,40
44009050401,44003020903,40
44009050401,44009051101,40
44009050401,44009051502,40
44009050402,44003020101,40
44009050402,44003020603,40
44009050402,44003022100,40
44009050402,44009050301,40
44009050500,44007013701,40
44009050600,44003020300,40
44009050600,44003020602,40
44009050600,44005041000,40
44009050600,44007012401,40
44009050600,44009050500,40
44009050600,44009050700,40
44009050600,44009050801,40
44009050600,44009051201,40
44009050802,09011705300,40
44009050901,09011702500,40
44009050901,09011870501,40
44009050901,44009050700,40
44009050901,44009051306,40
44009050902,09011690700,40
44009050902,44009051102,40
44009051000,44009050902,40
44009051101,09011701100,40
44009051101,44009050301,40
44009051102,44003020603,40
44009051102,44009051503,40
44009051201,44009050500,40
44009051201,44009050801,40
44009051202,44007000600,40
44009051202,44009050301,40
44009051202,44009050802,40
44009051302,44007000600,40
44009051302,44009051400,40
44009051304,44009051503,40
44009051305,44003020500,40
44009051305,44003020903,40
44009051306,44005041200,40
44009051306,44009051304,40
44009051400,44007000800,40
44009051502,44003021100,40
44009051502,44003021901,40
44009051502,44005040600,40
44009051502,44007012401,40
44009051502,44009050700,40
44009051502,44009051306,40
44009051503,25005631800,40
44009051503,44007012300,40
44009051503,44009050302,40
44009051503,44009050500,40
53035092300,44005041100,40
06057000105,44007000600,35
09011695201,44005041200,35
09011703000,44009050801,35
09011707100,44003020800,35
09015900100,44003980000,35
09015900100,44007012900,35
09015903100,44007018400,35
09015908100,44005040800,35
25005611201,44007010300,35
25005613700,44007018400,35
25005613902,44007000600,35
25005615100,44007010502,35
25005630102,44007011403,35
25005630300,44007000101,35
25005630300,44007010800,35
25005630400,44007011600,35
25005631100,44007003100,35
25005631200,44001030902,35
25005631200,44007016400,35
25005631800,44007017100,35
25005632100,44007010501,35
25005632100,44007011600,35
25005632100,44007015200,35
25005632200,44007000900,35
25005632200,44007003500,35
25005632200,44007010102,35
25005633100,44007011800,35
25005633100,44009051305,35
25005633200,44007002400,35
25005633200,44007011800,35
25005640100,44007000600,35
25005640200,44007011200,35
25005640200,44009051306,35
25005640300,44007002900,35
25005640500,44005040200,35
25005640700,44001030901,35
25005640700,44007003700,35
25005640901,44005040600,35
25005640901,44007003300,35
25005641300,44005040101,35
25005641300,44005040500,35
25005641300,44007000600,35
25005641400,44007000800,35
25005641500,44003020300,35
25005642500,44007012803,35
25005644200,44009050103,35
25005645101,44007003602,35
25005645101,44007014000,35
25005645102,44001030100,35
25005645102,44001030500,35
25005645102,44007003500,35
25005645103,44007000600,35
25005645103,44007011600,35
25005650600,44007018500,35
25005650700,44001030800,35
25005651100,44007010300,35
25005652800,44007012102,35
25005653102,44005041400,35
25005653301,44005040400,35
25005653301,44007003400,35
25005655100,44005040103,35
25005655200,44005041602,35
25017353800,44007003602,35
25017383102,44007013500,35
25021403100,44007015600,35
25021415102,44007012601,35
25021440100,44007002200,35
25021440100,44007015100,35
25021442102,44009050301,35
25023521101,44007012601,35
25023523100,44007010101,35
25023545300,44003022100,35
25023560100,44005040302,35
25027731204,44007000900,35
25027731400,44007010200,35
25027738202,44007013701,35
25027746100,44007018000,35
25027747101,44007012601,35
25027747102,44007018400,35
25027747102,44007018500,35
44001030100,44001030601,35
44001030100,44001030902,35
44001030100,44007001900,35
44001030100,44007010702,35
44001030100,44007013900,35
44001030100,44007014200,35
44001030200,25025061200,35
44001030200,44007003602,35
44001030300,44001030700,35
44001030300,44007003400,35
44001030300,44007010300,35
44001030300,44007010701,35
44001030400,25025030300,35
44001030400,44001030500,35
44001030400,44007003601,35
44001030400,44007010501,35
44001030601,44003021100,35
44001030601,44007010300,35
44001030601,44007010502,35
44001030602,44001030200,35
44001030602,44007010102,35
44001030700,44005041000,35
44001030800,44001030601,35
44001030800,44005041000,35
44001030800,44007014200,35
44001030901,44005040800,35
44001030902,25001012001,35
44001030902,25005640200,35
44003020101,25017354100,35
44003020101,44003021800,35
44003020101,44007010501,35
44003020102,44003020300,35
44003020102,44003020800,35
44003020102,44007014400,35
44003020200,44007001500,35
44003020200,44009050600,35
44003020400,25005650202,35
44003020400,44003020400,35
44003020400,44003022100,35
44003020400,44007003602,35
44003020500,44003020602,35
44003020500,44007003300,35
44003020500,44009051202,35
44003020601,09011701100,35
44003020601,44007011600,35
44003020601,44009050902,35
44003020602,44003020400,35
44003020602,44007015100,35
44003020603,44003020102,35
44003020603,44007002400,35
44003020603,44007003700,35
44003020603,44007014600,35
44003020603,44007018500,35
44003020604,44003020200,35
44003020604,44007000300,35
44003020701,44005040400,35
44003020701,44007013101,35
44003020702,09015904400,35
44003020702,44003020500,35
44003020702,44003022201,35
44003020702,44007014200,35
44003020703,09011702500,35
44003020703,44007011600,35
44003020703,44007013201,35
44003020800,44003020300,35
44003020800,44003020904,35
44003020800,44003021401,35
44003020800,44003980000,35
44003020800,44007000101,35
44003020800,44007011500,35
44003020800,44009050700,35
44003020800,44009050902,35
44003020800,44009051504,35
44003020901,44003020904,35
44003020903,44003021401,35
44003020903,44003021902,35
44003020903,44007000101,35
44003020903,44007003700,35
44003020903,44007018500,35
44003020903,44009050103,35
44003020903,44009051503,35
44003021001,44007011600,35
44003021002,44007012500,35
44003021002,44009050103,35
44003021100,44003020901,35
44003021100,44007014600,35
44003021200,44001030601,35
44003021200,44003021401,35
44003021200,44003021800,35
44003021200,44003022100,35
44003021200,44007013900,35
44003021200,44007014000,35
44003021300,44001030200,35
44003021300,44007010200,35
44003021300,44007014600,35
44003021401,44007003300,35
44003021501,01101000900,35
44003021501,44003021100,35
44003021501,44003021200,35
44003021501,44007000600,35
44003021501,44007003100,35
44003021501,44007013701,35
44003021502,44003020602,35
44003021502,44007014600,35
44003021502,44009051202,35
44003021700,44001030200,35
44003021800,44007015200,35
44003021901,44003020904,35
44003021901,44003021401,35
44003021901,44003021800,35
44003021901,44005040600,35
44003021901,44007000800,35
44003021901,44007001100,35
44003021901,44007014200,35
44003021901,44007016500,35
44003021902,44003021401,35
44003021902,44003022300,35
44003021902,44009050103,35
44003022000,25017374000,35
44003022000,44003020200,35
44003022000,44007013600,35
44003022100,44007000800,35
44003022100,44007002200,35
44003022100,44007010300,35
44003022100,44009051306,35
44003022201,44003020101,35
44003022201,44003021901,35
44003022201,44007012401,35
44003022201,44009050103,35
44003022202,44003020200,35
44003022202,44003020603,35
44003022202,44009051202,35
44003022300,44003020903,35
44003022300,44003021401,35
44003022300,44003021800,35
44003022400,44003020903,35
44003022400,44007002900,35
44005040101,25005640800,35
44005040101,25005641800,35
44005040101,44003022100,35
44005040101,44007000600,35
44005040102,44005040500,35
44005040103,25005640200,35
44005040103,44005040800,35
44005040103,44007000600,35
44005040302,44009051400,35
44005040303,44005040102,35
44005040304,44005040102,35
44005040304,44005040800,35
44005040400,44009051504,35
44005040500,44001030800,35
44005040500,44007000800,35
44005040700,25023525300,35
44005040700,44005040200,35
44005040700,44005040500,35
44005040700,44005040600,35
44005040800,44005040200,35
44005040900,44007015200,35
44005040900,44009050103,35
44005041000,44007010600,35
44005041100,44005040700,35
44005041200,44005040800,35
44005041200,44005041000,35
44005041300,25005645103,35
44005041300,44009051502,35
44005041400,44005041702,35
44005041601,25005640700,35
44005041601,44005041701,35
44005041601,44007002200,35
44005041602,44005041000,35
44005041701,25005640500,35
44005041701,25005651001,35
