o,d,flow
44007012803,44007017400,10
44007012803,44007017500,10
44007012803,44009050301,10
44007012803,44009050801,10
44007012803,44009051306,10
44007012900,25017382500,10
44007012900,25021412300,10
44007012900,25027710300,10
44007012900,25027749200,10
44007012900,25027761200,10
44007012900,44003022100,10
44007012900,44005040102,10
44007012900,44007002900,10
44007012900,44007003300,10
44007012900,44007003700,10
44007012900,44007011902,10
44007012900,44007012500,10
44007012900,44007012802,10
44007012900,44007013300,10
44007012900,44007013702,10
44007012900,44007014200,10
44007012900,44007016000,10
44007012900,44007016400,10
44007012900,44007017400,10
44007012900,44007017500,10
44007012900,44007018100,10
44007012900,48439100601,10
44007013001,25017316500,10
44007013001,25021404202,10
44007013001,25021406101,10
44007013001,25025081001,10
44007013001,25027732901,10
44007013001,25027736100,10
44007013001,25027746100,10
44007013001,25027749100,10
44007013001,25027754200,10
44007013001,25027754300,10
44007013001,44003020101,10
44007013001,44003022100,10
44007013001,44007000700,10
44007013001,44007000800,10
44007013001,44007001100,10
44007013001,44007002400,10
44007013001,44007010300,10
44007013001,44007011402,10
44007013001,44007012200,10
44007013001,44007013101,10
44007013001,44007014501,10
44007013001,44007015100,10
44007013001,44007015800,10
44007013001,44007016500,10
44007013002,09001200100,10
44007013002,09015902200,10
44007013002,09015904400,10
44007013002,25005612200,10
44007013002,25005631500,10
44007013002,25017310100,10
44007013002,25017317101,10
44007013002,25017367200,10
44007013002,25017385202,10
44007013002,25021441203,10
44007013002,25021441204,10
44007013002,25027731700,10
44007013002,25027731900,10
44007013002,25027732400,10
44007013002,25027753100,10
44007013002,44003020601,10
44007013002,44003020903,10
44007013002,44003022201,10
44007013002,44007001100,10
44007013002,44007010800,10
44007013002,44007012102,10
44007013002,44007014200,10
44007013002,44007015200,10
44007013002,44007017000,10
44007013002,45045003801,10
44007013101,09011714104,10
44007013101,25005610202,10
44007013101,25005631100,10
44007013101,25005633200,10
44007013101,25017315100,10
44007013101,25017358300,10
44007013101,25017383600,10
44007013101,25021410300,10
44007013101,25027744200,10
44007013101,44003020102,10
44007013101,44003021300,10
44007013101,44003021800,10
44007013101,44003022100,10
44007013101,44003022201,10
44007013101,44003980000,10
44007013101,44007002000,10
44007013101,44007003601,10
44007013101,44007003602,10
44007013101,44007010400,10
44007013101,44007010501,10
44007013101,44007011901,10
44007013101,44007012103,10
44007013101,44007012602,10
44007013101,44007012803,10
44007013101,44007014100,10
44007013101,44007015800,10
44007013101,44007015900,10
44007013101,44007016700,10
44007013101,44007016800,10
44007013101,44009050103,10
44007013101,44009051202,10
44007013101,44009051400,10
44007013102,25027750200,10
44007013102,44007002300,10
44007013102,44007003602,10
44007013102,44007011901,10
44007013102,44007013800,10
44007013102,44009051202,10
44007013201,09011693700,10
44007013201,09015900200,10
44007013201,25005632200,10
44007013201,25005650102,10
44007013201,25005650201,10
44007013201,25021420100,10
44007013201,44003020602,10
44007013201,44003020703,10
44007013201,44003020800,10
44007013201,44003020904,10
44007013201,44003022100,10
44007013201,44003022201,10
44007013201,44007000200,10
44007013201,44007000900,10
44007013201,44007001600,10
44007013201,44007001800,10
44007013201,44007003100,10
44007013201,44007003200,10
44007013201,44007010102,10
44007013201,44007012000,10
44007013201,44007014502,10
44007013201,44007015700,10
44007013201,44007015900,10
44007013201,44007018500,10
44007013201,44009050801,10
44007013201,44009051504,10
44007013202,09011702500,10
44007013202,25005610202,10
44007013202,25005642500,10
44007013202,25017316300,10
44007013202,25017382500,10
44007013202,25021414100,10
44007013202,25023511600,10
44007013202,44003020603,10
44007013202,44003021502,10
44007013202,44007000400,10
44007013202,44007002300,10
44007013202,44007002400,10
44007013202,44007003602,10
44007013202,44007010200,10
44007013202,44007010300,10
44007013202,44007010502,10
44007013202,44007011500,10
44007013202,44007012402,10
44007013202,44007013102,10
44007013202,44007013600,10
44007013202,44007014800,10
44007013202,44007016600,10
44007013202,44007017100,10
44007013202,44007017500,10
44007013202,44009050102,10
44007013300,25005610204,10
44007013300,25005630400,10
44007013300,25005646104,10
44007013300,25021403500,10
44007013300,25021456200,10
44007013300,25027761200,10
44007013300,44003020300,10
44007013300,44003020702,10
44007013300,44003022100,10
44007013300,44003980000,10
44007013300,44007000102,10
44007013300,44007000200,10
44007013300,44007002200,10
44007013300,44007002500,10
44007013300,44007002900,10
44007013300,44007003200,10
44007013300,44007003300,10
44007013300,44007003400,10
44007013300,44007003602,10
44007013300,44007010102,10
44007013300,44007010900,10
44007013300,44007012103,10
44007013300,44007012402,10
44007013300,44007012801,10
44007013300,44007012900,10
44007013300,44007014100,10
44007013300,44007014600,10
44007013300,44007015000,10
44007013300,44007017100,10
44007013300,44007018500,10
44007013300,44009050104,10
44007013300,44009050301,10
44007013300,44009050402,10
44007013300,44009050600,10
44007013300,44009050902,10
44007013300,44009051202,10
44007013300,44009051304,10
44007013400,09011701100,10
44007013400,25017352400,10
44007013400,25017357700,10
44007013400,25025040401,10
44007013400,25025061200,10
44007013400,44001030200,10
44007013400,44003020200,10
44007013400,44003020602,10
44007013400,44003020903,10
44007013400,44003021002,10
44007013400,44003021600,10
44007013400,44003021901,10
44007013400,44003021902,10
44007013400,44003022100,10
44007013400,44003022201,10
44007013400,44003022300,10
44007013400,44003022400,10
44007013400,44005040900,10
44007013400,44007000102,10
44007013400,44007001000,10
44007013400,44007002200,10
44007013400,44007002300,10
44007013400,44007002600,10
44007013400,44007003400,10
44007013400,44007003500,10
44007013400,44007010800,10
44007013400,44007010900,10
44007013400,44007012300,10
44007013400,44007012402,10
44007013400,44007013600,10
44007013400,44007013900,10
44007013400,44007014100,10
44007013400,44007014200,10
44007013400,44007014700,10
44007013400,44007015200,10
44007013400,44007016400,10
44007013400,44009051400,10
44007013500,25005613600,10
44007013500,25005630300,10
44007013500,25025070101,10
44007013500,36061002100,10
44007013500,44007000700,10
44007013500,44007001100,10
44007013500,44007001200,10
44007013500,44007003500,10
44007013500,44007011301,10
44007013500,44007011701,10
44007013500,44007011902,10
44007013500,44007014700,10
44007013500,44007017000,10
44007013500,44009050600,10
44007013600,09011702400,10
44007013600,09011870501,10
44007013600,25005642300,10
44007013600,25005645103,10
44007013600,25021403500,10
44007013600,25021417200,10
44007013600,25023510502,10
44007013600,25025070101,10
44007013600,25027746100,10
44007013600,44001030700,10
44007013600,44003020904,10
44007013600,44003022000,10
44007013600,44007000102,10
44007013600,44007000700,10
44007013600,44007001100,10
44007013600,44007001700,10
44007013600,44007002000,10
44007013600,44007002102,10
44007013600,44007002200,10
44007013600,44007003500,10
44007013600,44007003601,10
44007013600,44007011200,10
44007013600,44007011500,10
44007013600,44007011701,10
44007013600,44007012102,10
44007013600,44007013102,10
44007013600,44007013500,10
44007013600,44007014501,10
44007013600,44007015900,10
44007013600,44007018000,10
44007013600,44007018300,10
44007013600,44009051306,10
44007013701,25005632200,10
44007013701,25017354900,10
44007013701,25021456200,10
44007013701,25025000100,10
44007013701,25025101102,10
44007013701,44001030200,10
44007013701,44001030700,10
44007013701,44003021002,10
44007013701,44003021600,10
44007013701,44003021700,10
44007013701,44003021902,10
44007013701,44003022000,10
44007013701,44007000300,10
44007013701,44007002400,10
44007013701,44007010400,10
44007013701,44007011800,10
44007013701,44007012200,10
44007013701,44007012801,10
44007013701,44007016100,10
44007013701,44007017500,10
44007013701,44009050102,10
44007013701,44009050600,10
44007013701,44009051400,10
44007013702,25005632200,10
44007013702,25017333300,10
44007013702,25025040100,10
44007013702,26161402200,10
44007013702,44001030902,10
44007013702,44003021901,10
44007013702,44003022201,10
44007013702,44003022202,10
44007013702,44003980000,10
44007013702,44005040103,10
44007013702,44007000200,10
44007013702,44007000400,10
44007013702,44007001900,10
44007013702,44007002400,10
44007013702,44007002600,10
44007013702,44007003300,10
44007013702,44007010300,10
44007013702,44007010502,10
44007013702,44007011600,10
44007013702,44007012401,10
44007013702,44007012601,10
44007013702,44007013500,10
44007013702,44007014300,10
44007013702,44007014400,10
44007013702,44007014600,10
44007013702,44007014700,10
44007013702,44007015200,10
44007013702,44009051202,10
44007013702,44009051305,10
44007013702,44009051400,10
44007013800,25021443101,10
44007013800,44003022202,10
44007013800,44007000500,10
44007013800,44007001400,10
44007013800,44007002600,10
44007013800,44007003100,10
44007013800,44007011000,10
44007013800,44007011403,10
44007013800,44007013201,10
44007013800,44007014400,10
44007013800,44007015100,10
44007013800,44009050102,10
44007013900,25017332200,10
44007013900,44001030200,10
44007013900,44003020601,10
44007013900,44003020901,10
44007013900,44003022201,10
44007013900,44007001100,10
44007013900,44007001900,10
44007013900,44007002900,10
44007013900,44007003602,10
44007013900,44007012000,10
44007013900,44007012104,10
44007013900,44007012401,10
44007013900,44007012702,10
44007013900,44007014400,10
44007013900,44009050301,10
44007013900,44009051400,10
44007014000,09015901100,10
44007014000,25005630300,10
44007014000,25005631100,10
44007014000,25021419100,10
44007014000,25025070101,10
44007014000,25025981300,10
44007014000,44001030200,10
44007014000,44001030400,10
44007014000,44003020604,10
44007014000,44003021401,10
44007014000,44005040103,10
44007014000,44007000200,10
44007014000,44007000400,10
44007014000,44007001900,10
44007014000,44007002500,10
44007014000,44007002900,10
44007014000,44007010102,10
44007014000,44007011901,10
44007014000,44007012401,10
44007014000,44007012701,10
44007014000,44007017100,10
44007014000,44009050302,10
44007014100,25025070200,10
44007014100,44003021200,10
44007014100,44003021903,10
44007014100,44007000102,10
44007014100,44007014000,10
44007014100,44007014502,10
44007014200,09011870501,10
44007014200,25005632200,10
44007014200,25017383600,10
44007014200,25023530100,10
44007014200,44003020102,10
44007014200,44003020300,10
44007014200,44003021100,10
44007014200,44003021402,10
44007014200,44003980000,10
44007014200,44007000400,10
44007014200,44007002500,10
44007014200,44007002700,10
44007014200,44007003400,10
44007014200,44007012602,10
44007014200,44007013102,10
44007014200,44007013201,10
44007014200,44007013400,10
44007014200,44007013500,10
44007014200,44007013702,10
44007014200,44007014501,10
44007014200,44007014800,10
44007014200,44007016700,10
44007014200,44007018000,10
44007014200,44009050103,10
44007014200,44009051400,10
44007014300,44003020903,10
44007014300,44007002200,10
44007014300,44007012000,10
44007014300,44007013600,10
44007014300,44007014600,10
44007014400,25009211200,10
44007014400,25009217100,10
44007014400,25009254402,10
44007014400,25021403300,10
44007014400,25021413401,10
44007014400,25021441203,10
44007014400,25025051000,10
44007014400,44001030500,10
44007014400,44001030902,10
44007014400,44003020101,10
44007014400,44003020602,10
44007014400,44003020603,10
44007014400,44003021002,10
44007014400,44003021502,10
44007014400,44003021902,10
44007014400,44005040500,10
44007014400,44005040900,10
44007014400,44007000900,10
44007014400,44007001200,10
44007014400,44007002200,10
44007014400,44007002600,10
44007014400,44007003200,10
44007014400,44007003601,10
44007014400,44007003602,10
44007014400,44007010400,10
44007014400,44007011702,10
44007014400,44007011901,10
44007014400,44007011902,10
44007014400,44007012300,10
44007014400,44007012601,10
44007014400,44007013800,10
44007014400,44007014000,10
44007014400,44007014502,10
44007014400,44007015000,10
44007014400,44007015200,10
44007014400,44009050902,10
44007014400,44009051304,10
44007014501,09003460202,10
44007014501,09005266100,10
44007014501,09011705101,10
44007014501,09011870300,10
44007014501,25001014100,10
44007014501,25011040400,10
44007014501,25017367100,10
44007014501,25021414100,10
44007014501,25023511702,10
44007014501,44001030601,10
44007014501,44001030800,10
44007014501,44003020102,10
44007014501,44003020603,10
44007014501,44003020800,10
44007014501,44003020901,10
44007014501,44003020903,10
44007014501,44003021001,10
44007014501,44003021800,10
44007014501,44003021902,10
44007014501,44003980000,10
44007014501,44007000900,10
44007014501,44007001200,10
44007014501,44007001800,10
44007014501,44007002300,10
44007014501,44007003400,10
44007014501,44007010200,10
44007014501,44007010501,10
44007014501,44007011000,10
44007014501,44007012300,10
44007014501,44007012802,10
44007014501,44007015000,10
44007014501,44007016300,10
44007014501,44007017100,10
44007014501,44009050103,10
44007014501,44009051302,10
44007014502,06037195300,10
44007014502,09001044200,10
44007014502,25005630300,10
44007014502,25005631100,10
44007014502,25005632200,10
44007014502,25005644101,10
44007014502,25025140300,10
44007014502,36001000100,10
44007014502,44003020603,10
44007014502,44003020702,10
44007014502,44003020703,10
44007014502,44003021001,10
44007014502,44003021100,10
44007014502,44003021600,10
44007014502,44003022000,10
44007014502,44003980000,10
44007014502,44005040304,10
44007014502,44007000900,10
44007014502,44007001400,10
44007014502,44007001900,10
44007014502,44007002300,10
44007014502,44007003601,10
44007014502,44007010300,10
44007014502,44007010502,10
44007014502,44007011701,10
44007014502,44007012300,10
44007014502,44007013201,10
44007014502,44007014600,10
44007014502,44007015200,10
44007014502,44007016500,10
44007014502,44009050103,10
44007014502,44009050301,10
44007014502,44009051503,10
44007014502,48113014103,10
44007014600,09011701100,10
44007014600,25017332400,10
44007014600,44003020400,10
44007014600,44003020603,10
44007014600,44003020903,10
44007014600,44003020904,10
44007014600,44003022201,10
44007014600,44005040303,10
44007014600,44007000101,10
44007014600,44007000500,10
44007014600,44007001400,10
44007014600,44007001900,10
44007014600,44007003100,10
44007014600,44007003300,10
44007014600,44007010102,10
44007014600,44007010200,10
44007014600,44007010300,10
44007014600,44007010502,10
44007014600,44007011403,10
44007014600,44007011901,10
44007014600,44007013102,10
44007014600,44007014800,10
44007014600,44007015100,10
44007014700,25021410300,10
44007014700,25021415200,10
44007014700,44003020300,10
44007014700,44003980000,10
44007014700,44005040304,10
44007014700,44007000200,10
44007014700,44007001200,10
44007014700,44007002000,10
44007014700,44007002200,10
44007014700,44007002300,10
44007014700,44007002500,10
44007014700,44007010102,10
44007014700,44007010600,10
44007014700,44007012500,10
44007014700,44009051202,10
44007014700,44009051400,10
44007014800,09011709200,10
44007014800,10003014402,10
44007014800,25005613800,10
44007014800,25005630200,10
44007014800,25005630400,10
44007014800,25021418200,10
44007014800,25021442102,10
44007014800,25025030300,10
44007014800,25027732802,10
44007014800,44001030200,10
44007014800,44001030400,10
44007014800,44003020603,10
44007014800,44003021501,10
44007014800,44007000400,10
44007014800,44007000900,10
44007014800,44007002800,10
44007014800,44007003300,10
44007014800,44007010900,10
44007014800,44007011000,10
44007014800,44007011800,10
44007014800,44007012300,10
44007014800,44007012500,10
44007014800,44007013102,10
44007014800,44007013701,10
44007014800,44007015200,10
44007014800,44007015900,10
44007014800,44007016300,10
44007014800,44009051400,10
44007015000,25005610202,10
44007015000,25017370400,10
44007015000,25017383700,10
44007015000,25021456302,10
44007015000,25023510300,10
44007015000,25027733000,10
44007015000,44003020102,10
44007015000,44003021300,10
44007015000,44003022300,10
44007015000,44007000300,10
44007015000,44007000500,10
44007015000,44007001600,10
44007015000,44007002600,10
44007015000,44007002900,10
44007015000,44007003200,10
44007015000,44007010300,10
44007015000,44007010501,10
44007015000,44007011800,10
44007015000,44007011902,10
44007015000,44007012000,10
44007015000,44007012104,10
44007015000,44007012200,10
44007015000,44007012500,10
44007015000,44007012601,10
44007015000,44007013202,10
44007015000,44007013300,10
44007015000,44007013600,10
44007015000,44009050301,10
44007015100,25005633100,10
44007015100,25021415200,10
44007015100,25021442103,10
44007015100,25021443102,10
44007015100,25025030300,10
44007015100,25025050500,10
44007015100,25027744200,10
44007015100,34005704801,10
44007015100,44003020101,10
44007015100,44003020602,10
44007015100,44003021402,10
44007015100,44005041300,10
44007015100,44007000400,10
44007015100,44007002200,10
44007015100,44007011500,10
44007015100,44007012602,10
44007015100,44007012803,10
44007015100,44007013500,10
44007015100,44007013600,10
44007015100,44007014800,10
44007015100,44009051503,10
44007015200,25021409101,10
44007015200,25021441202,10
44007015200,44003020101,10
44007015200,44003020800,10
44007015200,44003022300,10
44007015200,44007000800,10
44007015200,44007001900,10
44007015200,44007002200,10
44007015200,44007010900,10
44007015200,44007012801,10
44007015200,44007016500,10
44007015200,44007016600,10
44007015200,44007017500,10
44007015300,25005630300,10
44007015300,25005651700,10
44007015300,42071013202,10
44007015300,44003021501,10
44007015300,44007000102,10
44007015300,44007002900,10
44007015300,44007010400,10
44007015300,44007010800,10
44007015300,44007012104,10
44007015300,44007013900,10
44007015300,44007014800,10
44007015300,44007015000,10
44007015300,44007015100,10
44007015300,44007016700,10
44007015300,44007017100,10
44007015300,44007018400,10
44007015400,25005611201,10
44007015400,25005612200,10
44007015400,25005631700,10
44007015400,25021418200,10
44007015400,25025061200,10
44007015400,44003980000,10
44007015400,44007003400,10
44007015400,44007010600,10
44007015400,44007010900,10
44007015400,44007011600,10
44007015400,44007014700,10
44007015400,44007014800,10
44007015400,44007015300,10
44007015400,44007015600,10
44007015400,44007016000,10
44007015400,44007017000,10
44007015500,18097360201,10
44007015500,25005610204,10
44007015500,25005611102,10
44007015500,25005613100,10
44007015500,25017358600,10
44007015500,25017382500,10
44007015500,25021412300,10
44007015500,25021441204,10
44007015500,25021442201,10
44007015500,25025051000,10
44007015500,44003021002,10
44007015500,44003021100,10
44007015500,44003022100,10
44007015500,44007000200,10
44007015500,44007001300,10
44007015500,44007003300,10
44007015500,44007011500,10
44007015500,44007012102,10
44007015500,44007013800,10
44007015500,44007015800,10
44007015500,44007015900,10
44007015500,44007016600,10
44007015500,44007016700,10
44007015500,44007016800,10
44007015500,44007018000,10
44007015500,44009051400,10
44007015600,25005612100,10
44007015600,25005632200,10
44007015600,25005652000,10
44007015600,25025010600,10
44007015600,44007000200,10
44007015600,44007001500,10
44007015600,44007003601,10
44007015600,44007010900,10
44007015600,44007017000,10
44007015700,25005631400,10
44007015700,25005631700,10
44007015700,25017316102,10
44007015700,25017321400,10
44007015700,25021410300,10
44007015700,25021414300,10
44007015700,25025030300,10
44007015700,25025070101,10
44007015700,25027732203,10
44007015700,25027753100,10
44007015700,44003020903,10
44007015700,44003021901,10
44007015700,44007000700,10
44007015700,44007002400,10
44007015700,44007002900,10
44007015700,44007003300,10
44007015700,44007003400,10
44007015700,44007010501,10
44007015700,44007011200,10
44007015700,44007011402,10
44007015700,44007012300,10
44007015700,44007012701,10
44007015700,44007012803,10
44007015700,44007015600,10
44007015700,44007016500,10
44007015700,44009050500,10
44007015800,25005612200,10
44007015800,25005631200,10
44007015800,25005631400,10
44007015800,25005650202,10
44007015800,25017322200,10
44007015800,25017352300,10
44007015800,25021411200,10
44007015800,25021418101,10
44007015800,25021419200,10
44007015800,25021423100,10
44007015800,25021442101,10
44007015800,25021443101,10
44007015800,25021457100,10
44007015800,25025081001,10
44007015800,25025130402,10
44007015800,25025160400,10
44007015800,25027761200,10
44007015800,36061010200,10
44007015800,44001030800,10
44007015800,44003020903,10
44007015800,44003021902,10
44007015800,44007002300,10
44007015800,44007003100,10
44007015800,44007003602,10
44007015800,44007010300,10
44007015800,44007010400,10
44007015800,44007011000,10
44007015800,44007011403,10
44007015800,44007011800,10
44007015800,44007013002,10
44007015800,44007015100,10
44007015800,44007015400,10
44007015800,44007015600,10
44007015800,44007016800,10
44007015800,44009050103,10
44007015800,44009050902,10
44007015800,44009051202,10
44007015900,25005613400,10
44007015900,25005630400,10
44007015900,25005641600,10
44007015900,25017374100,10
44007015900,25021410400,10
44007015900,25021412300,10
44007015900,25021442201,10
44007015900,25027724100,10
44007015900,44003980000,10
44007015900,44007000102,10
44007015900,44007000200,10
44007015900,44007001800,10
44007015900,44007002600,10
44007015900,44007003700,10
44007015900,44007010501,10
44007015900,44007011301,10
44007015900,44007012104,10
44007015900,44007012402,10
44007015900,44007012602,10
44007015900,44007012803,10
44007015900,44007014200,10
44007015900,44007014600,10
44007015900,44007014700,10
44007015900,44007016300,10
44007015900,44007017000,10
44007015900,44007018300,10
44007015900,44007018500,10
44007016000,25001012001,10
44007016000,25005630300,10
44007016000,25005630400,10
44007016000,25017315100,10
44007016000,25021415101,10
44007016000,25021443102,10
44007016000,25025010600,10
44007016000,44003020102,10
44007016000,44005040800,10
44007016000,44007000900,10
44007016000,44007001500,10
44007016000,44007003300,10
44007016000,44007011701,10
44007016000,44007012401,10
44007016000,44007012701,10
44007016000,44007016100,10
44007016100,25005610202,10
44007016100,25005631600,10
44007016100,25005631800,10
44007016100,25017359100,10
44007016100,25021440100,10
44007016100,44003022100,10
44007016100,44003022201,10
44007016100,44007002800,10
44007016100,44007002900,10
44007016100,44007003100,10
44007016100,44007003602,10
44007016100,44007010600,10
44007016100,44007011600,10
44007016100,44007012102,10
44007016100,44007012802,10
44007016100,44007016900,10
44007016100,44009050103,10
44007016300,25005611201,10
44007016300,25005612200,10
44007016300,25005631400,10
44007016300,25005631600,10
44007016300,25005632100,10
44007016300,25005645103,10
44007016300,25017320104,10
44007016300,25017373600,10
44007016300,25017384002,10
44007016300,25021402400,10
44007016300,25021410100,10
44007016300,25021443101,10
44007016300,25023525300,10
44007016300,25025030300,10
44007016300,25025070300,10
44007016300,25027741101,10
44007016300,44003020903,10
44007016300,44003021800,10
44007016300,44003021901,10
44007016300,44003022000,10
44007016300,44003022100,10
44007016300,44007002300,10
44007016300,44007002400,10
44007016300,44007003100,10
44007016300,44007003400,10
44007016300,44007003601,10
44007016300,44007003602,10
44007016300,44007003700,10
44007016300,44007010200,10
44007016300,44007010502,10
44007016300,44007010800,10
44007016300,44007010900,10
44007016300,44007011100,10
44007016300,44007011401,10
44007016300,44007011500,10
44007016300,44007012000,10
44007016300,44007012300,10
44007016300,44007012601,10
44007016300,44007012701,10
44007016300,44007012702,10
44007016300,44007012803,10
44007016300,44007013202,10
44007016300,44007013400,10
44007016300,44007013900,10
44007016300,44007014200,10
44007016300,44007014300,10
44007016300,44007014600,10
44007016300,44007015200,10
44007016300,44007015700,10
44007016300,44007016700,10
44007016300,44007016800,10
44007016300,44007018500,10
44007016300,44009051302,10
44007016400,25005630400,10
44007016400,25005631300,10
44007016400,25017354200,10
44007016400,25017357200,10
44007016400,25017387100,10
44007016400,25021411100,10
44007016400,25021413401,10
44007016400,25021443101,10
44007016400,25027731700,10
44007016400,25027744200,10
44007016400,44003021002,10
44007016400,44003021402,10
44007016400,44007000200,10
44007016400,44007000900,10
44007016400,44007013900,10
44007016400,44007015200,10
44007016400,44007015500,10
44007016400,44007016500,10
44007016400,44007018400,10
44007016500,25005631200,10
44007016500,25005632200,10
44007016500,25017353102,10
44007016500,25021411302,10
44007016500,25021441204,10
44007016500,25025010204,10
44007016500,25025010405,10
44007016500,25025030300,10
44007016500,25025080300,10
44007016500,44001030700,10
44007016500,44005040800,10
44007016500,44005041200,10
44007016500,44007001200,10
44007016500,44007002200,10
44007016500,44007011301,10
44007016500,44007011500,10
44007016500,44007012000,10
44007016500,44007012402,10
44007016600,09011701100,10
44007016600,09015904400,10
44007016600,25005611101,10
44007016600,25025051101,10
44007016600,25025060600,10
44007016600,44003021100,10
44007016600,44007010200,10
44007016600,44009051503,10
44007016700,09009166002,10
44007016700,25005631200,10
44007016700,25009218100,10
44007016700,25021441203,10
44007016700,25027710600,10
44007016700,44003022100,10
44007016700,44003022201,10
44007016700,44007000200,10
44007016700,44007000800,10
44007016700,44007002300,10
44007016700,44007002700,10
44007016700,44007003200,10
44007016700,44007003601,10
44007016700,44007012000,10
44007016700,44007015100,10
44007016700,44007016900,10
44007016800,25005611202,10
44007016800,25005612200,10
44007016800,25005630300,10
44007016800,25005631200,10
44007016800,25005653102,10
44007016800,25017339802,10
44007016800,25017368901,10
44007016800,25021400700,10
44007016800,25021402500,10
44007016800,25021413500,10
44007016800,25021417701,10
44007016800,25021442202,10
44007016800,25023521101,10
44007016800,25023524101,10
44007016800,25025070101,10
44007016800,44003021501,10
44007016800,44003980000,10
44007016800,44007000200,10
44007016800,44007001200,10
44007016800,44007002400,10
44007016800,44007002500,10
44007016800,44007002900,10
44007016800,44007003100,10
44007016800,44007003300,10
44007016800,44007003602,10
44007016800,44007010102,10
44007016800,44007010502,10
44007016800,44007011800,10
44007016800,44007012601,10
44007016800,44007012803,10
44007016800,44007013600,10
44007016800,44007015500,10
44007016800,44007015600,10
44007016800,44007015900,10
44007016800,44007016500,10
44007016800,44007017100,10
44007016900,25005610202,10
44007016900,25005630102,10
44007016900,25005631200,10
44007016900,25005632200,10
44007016900,25005640800,10
44007016900,25005642500,10
44007016900,25021411200,10
44007016900,25027731900,10
44007016900,25027732002,10
44007016900,44003022300,10
44007016900,44007000600,10
44007016900,44007001100,10
44007016900,44007002500,10
44007016900,44007003500,10
44007016900,44007003700,10
44007016900,44007012500,10
44007016900,44007015100,10
44007016900,44007015600,10
44007016900,44007015900,10
44007016900,44007016300,10
44007016900,44009051400,10
44007017000,12009064901,10
44007017000,25001014900,10
44007017000,25005613400,10
44007017000,25005614102,10
44007017000,25005630102,10
44007017000,25005630200,10
44007017000,25005631300,10
44007017000,25005631700,10
44007017000,25005633100,10
44007017000,25005640100,10
44007017000,25005645103,10
44007017000,25017317102,10
44007017000,25017321400,10
44007017000,25023511000,10
44007017000,25025040100,10
44007017000,42101020800,10
44007017000,44001030200,10
44007017000,44003020602,10
44007017000,44003021901,10
44007017000,44003022202,10
44007017000,44003980000,10
44007017000,44007010200,10
44007017000,44007010900,10
44007017000,44007011100,10
44007017000,44007011200,10
44007017000,44007011401,10
44007017000,44007011402,10
44007017000,44007012104,10
44007017000,44007013101,10
44007017000,44007013500,10
44007017000,44007013701,10
44007017000,44007013900,10
44007017000,44007014000,10
44007017000,44007014600,10
44007017000,44007015400,10
44007017000,44007015500,10
44007017000,44007015700,10
44007017000,44007017100,10
44007017000,44007018400,10
44007017100,25021413100,10
44007017100,25021443102,10
44007017100,25025070101,10
44007017100,44003020101,10
44007017100,44003020603,10
44007017100,44003022100,10
44007017100,44007000900,10
44007017100,44007001500,10
44007017100,44007001900,10
44007017100,44007003200,10
44007017100,44007003300,10
44007017100,44007003400,10
44007017100,44007011401,10
44007017100,44007012401,10
44007017100,44007013600,10
44007017100,44007014100,10
44007017100,44007014800,10
44007017100,44007015000,10
44007017100,44007016800,10
44007017100,44009050103,10
44007017100,44009051302,10
44007017300,09015903200,10
44007017300,25005613100,10
44007017300,25005613800,10
44007017300,25005631700,10
44007017300,25009251800,10
44007017300,25017320103,10
44007017300,25021442101,10
44007017300,25021442103,10
44007017300,25021442202,10
44007017300,25025090901,10
44007017300,25025091300,10
44007017300,25027722100,10
44007017300,25027731500,10
44007017300,25027747101,10
44007017300,25027750200,10
44007017300,34005704802,10
44007017300,36053031000,10
44007017300,44003021100,10
44007017300,44007000600,10
44007017300,44007003100,10
44007017300,44007011600,10
44007017300,44007011800,10
44007017300,44007012702,10
44007017300,44007015100,10
44007017300,44007015500,10
44007017400,25005611102,10
44007017400,25017321500,10
44007017400,25017384002,10
44007017400,25027710300,10
44007017400,25027730200,10
44007017400,25027733000,10
44007017400,25027739100,10
44007017400,25027745100,10
44007017400,25027758101,10
44007017400,44003021100,10
44007017400,44003022100,10
44007017400,44007002200,10
44007017400,44007002900,10
44007017400,44007003700,10
44007017400,44007010101,10
44007017400,44007010800,10
44007017400,44007011100,10
44007017400,44007011401,10
44007017400,44007011600,10
44007017400,44007017900,10
44007017400,44007018300,10
44007017400,47157022022,10
44007017500,25005610204,10
44007017500,25005630300,10
44007017500,25005631600,10
44007017500,25017316500,10
44007017500,25017321400,10
44007017500,25017384002,10
44007017500,25021400900,10
44007017500,25021406101,10
44007017500,25021410100,10
44007017500,25021411100,10
44007017500,25021422200,10
44007017500,25023524101,10
44007017500,25027745100,10
44007017500,25027761200,10
44007017500,44003021100,10
44007017500,44007001200,10
44007017500,44007002300,10
44007017500,44007002500,10
44007017500,44007003602,10
44007017500,44007011302,10
44007017500,44007012602,10
44007017500,44007012802,10
44007017500,44007014200,10
44007017500,44007017000,10
44007017600,25005640800,10
44007017600,25009262100,10
44007017600,25017359100,10
44007017600,25017382300,10
44007017600,25021441203,10
44007017600,25025010204,10
44007017600,44007001500,10
44007017600,44007011000,10
44007017600,44007012701,10
44007017600,44007012702,10
44007017600,44007013701,10
44007017600,44007014200,10
44007017600,44007017600,10
44007017700,25005612200,10
44007017700,25005630400,10
